,word,wordlen
4731,competition,11
4732,competitive,11
4733,competitor,10
4734,compilation,11
4735,compile,7
4736,complacent,10
4737,complain,8
4738,complainant,11
4739,complaint,9
4740,complaisant,11
4741,compleat,8
4742,complement,10
4743,complementarity,15
4744,complementary,13
4745,complementation,15
4746,complete,8
4747,completion,10
4748,complex,7
4749,complexion,10
4750,compliant,9
4751,complicate,10
4752,complicity,10
4753,compliment,10
4754,complimentary,13
4755,compline,8
4756,comply,6
4757,component,9
4758,componentry,11
4759,comport,7
4760,compose,7
4761,composite,9
4762,composition,11
4763,compositor,10
4764,compost,7
4765,composure,9
4766,compote,7
4767,compound,8
4768,comprehend,10
4769,comprehensible,14
4770,comprehension,13
4771,comprehensive,13
4772,compress,8
4773,compressible,12
4774,compression,11
4775,compressive,11
4776,compressor,10
4777,comprise,8
4778,compromise,10
4779,compton,7
4780,comptroller,11
4781,compulsion,10
4782,compulsive,10
4783,compulsory,10
4784,compunction,11
4785,computation,11
4786,compute,7
4787,comrade,7
4788,conakry,7
4789,conant,6
4790,concatenate,11
4791,concave,7
4792,conceal,7
4793,concede,7
4794,conceit,7
4795,conceive,8
4796,concentrate,11
4797,concentric,10
4798,concept,7
4799,conception,10
4800,conceptual,10
4801,concern,7
4802,concert,7
4803,concerti,8
4804,concertina,10
4805,concertmaster,13
4806,concerto,8
4807,concession,10
4808,concessionaire,14
4809,conch,5
4810,concierge,9
4811,conciliate,10
4812,conciliatory,12
4813,concise,7
4814,concision,9
4815,conclave,8
4816,conclude,8
4817,conclusion,10
4818,conclusive,10
4819,concoct,7
4820,concocter,9
4821,concomitant,11
4822,concord,7
4823,concordant,10
4824,concourse,9
4825,concrete,8
4826,concretion,10
4827,concubine,9
4828,concur,6
4829,concurred,9
4830,concurrent,10
4831,concurring,10
4832,concussion,10
4833,condemn,7
4834,condemnate,10
4835,condemnatory,12
4836,condensate,10
4837,condense,8
4838,condensible,11
4839,condescend,10
4840,condescension,13
4841,condiment,9
4842,condition,9
4843,condolence,10
4844,condominium,11
4845,condone,7
4846,conduce,7
4847,conducive,9
4848,conduct,7
4849,conductance,11
4850,conductor,9
4851,conduit,7
4852,cone,4
4853,coneflower,10
4854,conestoga,9
4855,coney,5
4856,confabulate,11
4857,confect,7
4858,confectionery,13
4859,confederacy,11
4860,confederate,11
4861,confer,6
4862,conferee,8
4863,conference,10
4864,conferrable,11
4865,conferred,9
4866,conferring,10
4867,confess,7
4868,confession,10
4869,confessor,9
4870,confidant,9
4871,confidante,10
4872,confide,7
4873,confident,9
4874,confidential,12
4875,configuration,13
4876,configure,9
4877,confine,7
4878,confirm,7
4879,confirmation,12
4880,confirmatory,12
4881,confiscable,11
4882,confiscate,10
4883,confiscatory,12
4884,conflagrate,11
4885,conflagration,13
4886,conflict,8
4887,confluent,9
4888,confocal,8
4889,conform,7
4890,conformal,9
4891,conformance,11
4892,conformation,12
4893,confound,8
4894,confrere,8
4895,confront,8
4896,confrontation,13
4897,confucian,9
4898,confucianism,12
4899,confucius,9
4900,confuse,7
4901,confusion,9
4902,confute,7
4903,congeal,7
4904,congener,8
4905,congenial,9
4906,congenital,10
4907,congest,7
4908,congestion,10
4909,congestive,10
4910,conglomerate,12
4911,congo,5
4912,congolese,9
4913,congratulate,12
4914,congratulatory,14
4915,congregate,10
4916,congress,8
4917,congressional,13
4918,congressman,11
4919,congressmen,11
4920,congresswoman,13
4921,congresswomen,13
4922,congruent,9
4923,conic,5
4924,conifer,7
4925,coniferous,10
4926,conjectural,11
4927,conjecture,10
4928,conjoin,7
4929,conjoint,8
4930,conjugacy,9
4931,conjugal,8
4932,conjugate,9
4933,conjunct,8
4934,conjuncture,11
4935,conjure,7
4936,conklin,7
4937,conley,6
4938,conn,4
4939,connally,8
4940,connect,7
4941,connecticut,11
4942,connector,9
4943,conner,6
4944,connie,6
4945,connivance,10
4946,connive,7
4947,connoisseur,11
4948,connors,7
4949,connotation,11
4950,connotative,11
4951,connote,7
4952,connubial,9
4953,conquer,7
4954,conqueror,9
4955,conquest,8
4956,conquistador,12
4957,conrad,6
4958,conrail,7
4959,consanguine,11
4960,consanguineous,14
4961,conscience,10
4962,conscientious,13
4963,conscionable,12
4964,conscious,9
4965,conscript,9
4966,conscription,12
4967,consecrate,10
4968,consecutive,11
4969,consensus,9
4970,consent,7
4971,consequent,10
4972,consequential,13
4973,conservation,12
4974,conservatism,12
4975,conservative,12
4976,conservator,11
4977,conservatory,12
4978,conserve,8
4979,consider,8
4980,considerate,11
4981,consign,7
4982,consignee,9
4983,consignor,9
4984,consist,7
4985,consistent,10
4986,consolation,11
4987,console,7
4988,consolidate,11
4989,consonant,9
4990,consonantal,11
4991,consort,7
4992,consortium,10
4993,conspicuous,11
4994,conspiracy,10
4995,conspirator,11
4996,conspiratorial,14
4997,conspire,8
4998,constance,9
4999,constant,8
5000,constantine,11
5001,constantinople,14
5002,constellate,11
5003,consternate,11
5004,constipate,10
5005,constituent,11
5006,constitute,10
5007,constitution,12
5008,constitutive,12
5009,constrain,9
5010,constraint,10
5011,constrict,9
5012,constrictor,11
5013,construct,9
5014,constructible,13
5015,constructor,11
5016,construe,8
5017,consul,6
5018,consular,8
5019,consulate,9
5020,consult,7
5021,consultant,10
5022,consultation,12
5023,consultative,12
5024,consume,7
5025,consummate,10
5026,consumption,11
5027,consumptive,11
5028,contact,7
5029,contagion,9
5030,contagious,10
5031,contain,7
5032,contaminant,11
5033,contaminate,11
5034,contemplate,11
5035,contemporaneous,15
5036,contemporary,12
5037,contempt,8
5038,contemptible,12
5039,contemptuous,12
5040,contend,7
5041,content,7
5042,contention,10
5043,contentious,11
5044,contest,7
5045,contestant,10
5046,context,7
5047,contextual,10
5048,contiguity,10
5049,contiguous,10
5050,continent,9
5051,continental,11
5052,contingent,10
5053,continua,8
5054,continual,9
5055,continuant,10
5056,continuation,12
5057,continue,8
5058,continued,9
5059,continuity,10
5060,continuo,8
5061,continuous,10
5062,continuum,9
5063,contort,7
5064,contour,7
5065,contraband,10
5066,contrabass,10
5067,contraception,13
5068,contraceptive,13
5069,contract,8
5070,contractor,10
5071,contractual,11
5072,contradict,10
5073,contradictory,13
5074,contradistinct,14
5075,contradistinction,17
5076,contradistinguish,17
5077,contralateral,13
5078,contralto,9
5079,contraption,11
5080,contrariety,11
5081,contrariwise,12
5082,contrary,8
5083,contrast,8
5084,contravariant,13
5085,contravene,10
5086,contravention,13
5087,contretemps,11
5088,contribute,10
5089,contribution,12
5090,contributor,11
5091,contributory,12
5092,contrite,8
5093,contrition,10
5094,contrivance,11
5095,contrive,8
5096,control,7
5097,controllable,12
5098,controlled,10
5099,controller,10
5100,controlling,11
5101,controversial,13
5102,controversy,11
5103,controvertible,14
5104,contumacy,9
5105,contusion,9
5106,conundrum,9
5107,convair,7
5108,convalesce,10
5109,convalescent,12
5110,convect,7
5111,convene,7
5112,convenient,10
5113,convent,7
5114,convention,10
5115,converge,8
5116,convergent,10
5117,conversant,10
5118,conversation,12
5119,converse,8
5120,conversion,10
5121,convert,7
5122,convertible,11
5123,convex,6
5124,convey,6
5125,conveyance,10
5126,conveyor,8
5127,convict,7
5128,convince,8
5129,convivial,9
5130,convocate,9
5131,convocation,11
5132,convoke,7
5133,convolute,9
5134,convolution,11
5135,convolve,8
5136,convoy,6
5137,convulse,8
5138,convulsion,10
5139,convulsive,10
5140,conway,6
5141,cony,4
5142,cook,4
5143,cookbook,8
5144,cooke,5
5145,cookery,7
5146,cookie,6
5147,cooky,5
5148,cool,4
5149,coolant,7
5150,cooley,6
5151,coolheaded,10
5152,coolidge,8
5153,coon,4
5154,coop,4
5155,cooperate,9
5156,coordinate,10
5157,coors,5
5158,coot,4
5159,cope,4
5160,copeland,8
5161,copenhagen,10
5162,copernican,10
5163,copernicus,10
5164,copious,7
5165,coplanar,8
5166,copolymer,9
5167,copperas,8
5168,copperfield,11
5169,copperhead,10
5170,coppery,7
5171,copra,5
5172,coprinus,8
5173,coproduct,9
5174,copter,6
5175,copy,4
5176,copybook,8
5177,copyright,9
5178,copywriter,10
5179,coquette,8
5180,coquina,7
5181,coral,5
5182,coralberry,10
5183,coralline,9
5184,corbel,6
5185,corbett,7
5186,corcoran,8
5187,cord,4
5188,cordage,7
5189,cordial,7
5190,cordite,7
5191,cordon,6
5192,corduroy,8
5193,core,4
5194,corey,5
5195,coriander,9
5196,corinth,7
5197,corinthian,10
5198,coriolanus,10
5199,cork,4
5200,corkscrew,9
5201,cormorant,9
5202,corn,4
5203,cornbread,9
5204,cornea,6
5205,cornelia,8
5206,cornelius,9
5207,cornell,7
5208,cornerstone,11
5209,cornet,6
5210,cornfield,9
5211,cornflower,10
5212,cornish,7
5213,cornmeal,8
5214,cornstarch,10
5215,cornucopia,10
5216,cornwall,8
5217,corny,5
5218,corollary,9
5219,corona,6
5220,coronado,8
5221,coronary,8
5222,coronate,8
5223,coroner,7
5224,coronet,7
5225,coroutine,9
5226,corp,4
5227,corpora,7
5228,corporal,8
5229,corporate,9
5230,corporeal,9
5231,corps,5
5232,corpse,6
5233,corpsman,8
5234,corpsmen,8
5235,corpulent,9
5236,corpus,6
5237,corpuscular,11
5238,corral,6
5239,corralled,9
5240,correct,7
5241,corrector,9
5242,correlate,9
5243,correspond,10
5244,correspondent,13
5245,corridor,8
5246,corrigenda,10
5247,corrigendum,11
5248,corrigible,10
5249,corroborate,11
5250,corroboree,10
5251,corrode,7
5252,corrodible,10
5253,corrosion,9
5254,corrosive,9
5255,corrugate,9
5256,corrupt,7
5257,corruptible,11
5258,corruption,10
5259,corsage,7
5260,corset,6
5261,cortege,7
5262,cortex,6
5263,cortical,8
5264,cortland,8
5265,corundum,8
5266,coruscate,9
5267,corvallis,9
5268,corvette,8
5269,corvus,6
5270,cosec,5
5271,coset,5
5272,cosgrove,8
5273,cosh,4
5274,cosine,6
5275,cosmetic,8
5276,cosmic,6
5277,cosmology,9
5278,cosmopolitan,12
5279,cosmos,6
5280,cosponsor,9
5281,cossack,7
5282,cost,4
5283,costa,5
5284,costello,8
5285,costume,7
5286,cosy,4
5287,cotangent,9
5288,cotillion,9
5289,cotman,6
5290,cotoneaster,11
5291,cotta,5
5292,cottage,7
5293,cotton,6
5294,cottonmouth,11
5295,cottonseed,10
5296,cottonwood,10
5297,cottony,7
5298,cottrell,8
5299,cotty,5
5300,cotyledon,9
5301,couch,5
5302,cougar,6
5303,cough,5
5304,could,5
5305,coulomb,7
5306,coulter,7
5307,council,7
5308,councilman,10
5309,councilmen,10
5310,councilwoman,12
5311,councilwomen,12
5312,counsel,7
5313,counselor,9
5314,count,5
5315,countdown,9
5316,countenance,11
5317,counteract,10
5318,counterargument,15
5319,counterattack,13
5320,counterbalance,14
5321,counterclockwise,16
5322,counterexample,14
5323,counterfeit,11
5324,counterflow,11
5325,counterintuitive,16
5326,counterman,10
5327,countermen,10
5328,counterpart,11
5329,counterpoint,12
5330,counterpoise,12
5331,counterproductive,17
5332,counterproposal,15
5333,countersink,11
5334,countersunk,11
5335,countervail,11
5336,countrify,9
5337,country,7
5338,countryman,10
5339,countrymen,10
5340,countryside,11
5341,countrywide,11
5342,county,6
5343,countywide,10
5344,coup,4
5345,coupe,5
5346,couple,6
5347,coupon,6
5348,courage,7
5349,courageous,10
5350,courier,7
5351,course,6
5352,court,5
5353,courteous,9
5354,courtesan,9
5355,courtesy,8
5356,courthouse,10
5357,courtier,8
5358,courtney,8
5359,courtroom,9
5360,courtyard,9
5361,couscous,8
5362,cousin,6
5363,couturier,9
5364,covalent,8
5365,covariant,9
5366,covariate,9
5367,covary,6
5368,cove,4
5369,coven,5
5370,covenant,8
5371,coventry,8
5372,cover,5
5373,coverage,8
5374,coverall,8
5375,coverlet,8
5376,covert,6
5377,covet,5
5378,covetous,8
5379,cowan,5
5380,coward,6
5381,cowardice,9
5382,cowbell,7
5383,cowbird,7
5384,cowboy,6
5385,cowgirl,7
5386,cowhand,7
5387,cowherd,7
5388,cowhide,7
5389,cowl,4
5390,cowlick,7
5391,cowman,6
5392,cowmen,6
5393,coworker,8
5394,cowpea,6
5395,cowpoke,7
5396,cowpony,7
5397,cowpox,6
5398,cowpunch,8
5399,cowry,5
5400,cowslip,7
5401,coxcomb,7
5402,coyote,6
5403,coypu,5
5404,cozen,5
5405,cozy,4
5406,crab,4
5407,crabapple,9
5408,crabmeat,8
5409,crack,5
5410,crackle,7
5411,crackpot,8
5412,cradle,6
5413,craft,5
5414,craftsman,9
5415,craftsmen,9
5416,craftspeople,12
5417,craftsperson,12
5418,crafty,6
5419,crag,4
5420,craggy,6
5421,craig,5
5422,cram,4
5423,cramer,6
5424,cramp,5
5425,cranberry,9
5426,crandall,8
5427,crane,5
5428,cranelike,9
5429,cranford,8
5430,crania,6
5431,cranium,7
5432,crank,5
5433,crankcase,9
5434,crankshaft,10
5435,cranky,6
5436,cranny,6
5437,cranston,8
5438,crap,4
5439,crappie,7
5440,crash,5
5441,crass,5
5442,crate,5
5443,crater,6
5444,cravat,6
5445,crave,5
5446,craven,6
5447,craw,4
5448,crawford,8
5449,crawl,5
5450,crawlspace,10
5451,crayfish,8
5452,crayon,6
5453,craze,5
5454,crazy,5
5455,creak,5
5456,creaky,6
5457,cream,5
5458,creamery,8
5459,creamy,6
5460,crease,6
5461,create,6
5462,creating,8
5463,creature,8
5464,creche,6
5465,credent,7
5466,credential,10
5467,credenza,8
5468,credible,8
5469,credit,6
5470,creditor,8
5471,credo,5
5472,credulity,9
5473,credulous,9
5474,creed,5
5475,creedal,7
5476,creek,5
5477,creekside,9
5478,creep,5
5479,creepy,6
5480,cremate,7
5481,crematory,9
5482,creole,6
5483,creon,5
5484,creosote,8
5485,crepe,5
5486,crept,5
5487,crescendo,9
5488,crescent,8
5489,cress,5
5490,crest,5
5491,crestfallen,11
5492,crestview,9
5493,cretaceous,10
5494,cretan,6
5495,crete,5
5496,cretin,6
5497,cretinous,9
5498,crevice,7
5499,crew,4
5500,crewcut,7
5501,crewel,6
5502,crewman,7
5503,crewmen,7
5504,crib,4
5505,cricket,7
5506,cried,5
5507,crime,5
5508,crimea,6
5509,criminal,8
5510,crimp,5
5511,crimson,7
5512,cringe,6
5513,crinkle,7
5514,cripple,7
5515,crises,6
5516,crisis,6
5517,crisp,5
5518,crispin,7
5519,criss,5
5520,crisscross,10
5521,criteria,8
5522,criterion,9
5523,critic,6
5524,critique,8
5525,critter,7
5526,croak,5
5527,croatia,7
5528,crochet,7
5529,crock,5
5530,crockery,8
5531,crockett,8
5532,crocodile,9
5533,crocodilian,11
5534,crocus,6
5535,croft,5
5536,croix,5
5537,cromwell,8
5538,cromwellian,11
5539,crone,5
5540,crony,5
5541,crook,5
5542,croon,5
5543,crop,4
5544,croquet,7
5545,crosby,6
5546,cross,5
5547,crossarm,8
5548,crossbar,8
5549,crossbill,9
5550,crossbow,8
5551,crosscut,8
5552,crosshatch,10
5553,crosslink,9
5554,crossover,9
5555,crosspoint,10
5556,crossroad,9
5557,crosstalk,9
5558,crosswalk,9
5559,crossway,8
5560,crosswise,9
5561,crossword,9
5562,crosswort,9
5563,crotch,6
5564,crotchety,9
5565,crouch,6
5566,croupier,8
5567,crow,4
5568,crowbait,8
5569,crowberry,9
5570,crowd,5
5571,crowfoot,8
5572,crowley,7
5573,crown,5
5574,croydon,7
5575,crucial,7
5576,crucible,8
5577,crucifix,8
5578,crucifixion,11
5579,crucify,7
5580,crud,4
5581,cruddy,6
5582,crude,5
5583,cruel,5
5584,cruelty,7
5585,cruickshank,11
5586,cruise,6
5587,crumb,5
5588,crumble,7
5589,crummy,6
5590,crump,5
5591,crumple,7
5592,crunch,6
5593,crupper,7
5594,crusade,7
5595,crush,5
5596,crusoe,6
5597,crust,5
5598,crusty,6
5599,crutch,6
5600,crux,4
5601,cruz,4
5602,cryogenic,9
5603,cryostat,8
5604,crypt,5
5605,cryptanalysis,13
5606,cryptanalyst,12
5607,cryptanalytic,13
5608,cryptanalyze,12
5609,cryptic,7
5610,cryptogram,10
5611,cryptographer,13
5612,cryptography,12
5613,cryptology,10
5614,crystal,7
5615,crystalline,11
5616,crystallite,11
5617,crystallographer,16
5618,crystallography,15
5619,csnet,5
5620,cuba,4
5621,cubbyhole,9
5622,cube,4
5623,cubic,5
5624,cuckoo,6
5625,cucumber,8
5626,cuddle,6
5627,cuddly,6
5628,cudgel,6
5629,cuff,4
5630,cufflink,8
5631,cuisine,7
5632,culbertson,10
5633,culinary,8
5634,cull,4
5635,culminate,9
5636,culpa,5
5637,culpable,8
5638,culprit,7
5639,cult,4
5640,cultivable,10
5641,cultivate,9
5642,cultural,8
5643,culture,7
5644,culver,6
5645,culvert,7
5646,cumberland,10
5647,cumbersome,10
5648,cumin,5
5649,cummings,8
5650,cummins,7
5651,cumulate,8
5652,cumulus,7
5653,cunard,6
5654,cunning,7
5655,cunningham,10
5656,cupboard,8
5657,cupful,6
5658,cupid,5
5659,cupidity,8
5660,cupric,6
5661,cuprous,7
5662,curate,6
5663,curb,4
5664,curbside,8
5665,curd,4
5666,curdle,6
5667,cure,4
5668,curfew,6
5669,curia,5
5670,curie,5
5671,curio,5
5672,curiosity,9
5673,curious,7
5674,curium,6
5675,curl,4
5676,curlew,6
5677,curlicue,8
5678,curran,6
5679,currant,7
5680,current,7
5681,curricula,9
5682,curricular,10
5683,curriculum,10
5684,curry,5
5685,curse,5
5686,cursive,7
5687,cursor,6
5688,cursory,7
5689,curt,4
5690,curtail,7
5691,curtain,7
5692,curtis,6
5693,curtsey,7
5694,curvaceous,10
5695,curvature,9
5696,curve,5
5697,curvilinear,11
5698,cushing,7
5699,cushion,7
5700,cushman,7
5701,cusp,4
5702,custer,6
5703,custodial,9
5704,custodian,9
5705,custody,7
5706,custom,6
5707,customary,9
5708,customhouse,11
5709,cutaneous,9
5710,cutback,7
5711,cute,4
5712,cutesy,6
5713,cutlass,7
5714,cutler,6
5715,cutlet,6
5716,cutoff,6
5717,cutout,6
5718,cutover,7
5719,cutset,6
5720,cutthroat,9
5721,cuttlebone,10
5722,cuttlefish,10
5723,cutworm,7
5724,cyanamid,8
5725,cyanate,7
5726,cyanic,6
5727,cyanide,7
5728,cybernetic,10
5729,cybernetics,11
5730,cycad,5
5731,cyclades,8
5732,cycle,5
5733,cyclic,6
5734,cyclist,7
5735,cyclone,7
5736,cyclopean,9
5737,cyclops,7
5738,cyclorama,9
5739,cyclotomic,10
5740,cyclotron,9
5741,cygnus,6
5742,cylinder,8
5743,cylindric,9
5744,cynic,5
5745,cynthia,7
5746,cypress,7
5747,cyprian,7
5748,cypriot,7
5749,cyprus,6
5750,cyril,5
5751,cyrillic,8
5752,cyrus,5
5753,cyst,4
5754,cysteine,8
5755,cytochemistry,13
5756,cytology,8
5757,cytolysis,9
5758,cytoplasm,9
5759,cytosine,8
5760,czar,4
5761,czarina,7
5762,czech,5
5763,czechoslovakia,14
5764,czerniak,8
5765,dabble,6
5766,dacca,5
5767,dachshund,9
5768,dactyl,6
5769,dactylic,8
5770,dada,4
5771,dadaism,7
5772,dadaist,7
5773,daddy,5
5774,dade,4
5775,daedalus,8
5776,daffodil,8
5777,daffy,5
5778,dagger,6
5779,dahl,4
5780,dahlia,6
5781,dahomey,7
5782,dailey,6
5783,daimler,7
5784,dainty,6
5785,dairy,5
5786,dairylea,8
5787,dairyman,8
5788,dairymen,8
5789,dais,4
5790,daisy,5
5791,dakar,5
5792,dakota,6
5793,dale,4
5794,daley,5
5795,dalhousie,9
5796,dallas,6
5797,dally,5
5798,dalton,6
5799,daly,4
5800,dalzell,7
5801,damage,6
5802,damascus,8
5803,damask,6
5804,dame,4
5805,damn,4
5806,damnation,9
5807,damon,5
5808,damp,4
5809,dampen,6
5810,damsel,6
5811,dana,4
5812,danbury,7
5813,dance,5
5814,dandelion,9
5815,dandy,5
5816,dane,4
5817,dang,4
5818,danger,6
5819,dangerous,9
5820,dangle,6
5821,daniel,6
5822,danielson,9
5823,danish,6
5824,dank,4
5825,danny,5
5826,dante,5
5827,danube,6
5828,danubian,8
5829,danzig,6
5830,daphne,6
5831,dapper,6
5832,dapple,6
5833,dare,4
5834,daredevil,9
5835,darius,6
5836,dark,4
5837,darken,6
5838,darkle,6
5839,darlene,7
5840,darling,7
5841,darn,4
5842,darrell,7
5843,darry,5
5844,dart,4
5845,dartmouth,9
5846,darwin,6
5847,darwinian,9
5848,dash,4
5849,dashboard,9
5850,dastard,7
5851,data,4
5852,database,8
5853,date,4
5854,dateline,8
5855,dater,5
5856,datsun,6
5857,datum,5
5858,daub,4
5859,daugherty,9
5860,daughter,8
5861,daunt,5
5862,dauphin,7
5863,dauphine,8
5864,dave,4
5865,davenport,9
5866,david,5
5867,davidson,8
5868,davies,6
5869,davis,5
5870,davison,7
5871,davit,5
5872,davy,4
5873,dawn,4
5874,dawson,6
5875,daybed,6
5876,daybreak,8
5877,daydream,8
5878,daylight,8
5879,daytime,7
5880,dayton,6
5881,daytona,7
5882,daze,4
5883,dazzle,6
5884,deacon,6
5885,deaconess,9
5886,deactivate,10
5887,dead,4
5888,deaden,6
5889,deadhead,8
5890,deadline,8
5891,deadlock,8
5892,deadwood,8
5893,deaf,4
5894,deafen,6
5895,deal,4
5896,deallocate,10
5897,dealt,5
5898,dean,4
5899,deane,5
5900,deanna,6
5901,dear,4
5902,dearborn,8
5903,dearie,6
5904,dearth,6
5905,death,5
5906,deathbed,8
5907,deathward,9
5908,debacle,7
5909,debar,5
5910,debarring,9
5911,debase,6
5912,debate,6
5913,debater,7
5914,debauch,7
5915,debauchery,10
5916,debbie,6
5917,debby,5
5918,debenture,9
5919,debilitate,10
5920,debility,8
5921,debit,5
5922,debonair,8
5923,deborah,7
5924,debra,5
5925,debrief,7
5926,debris,6
5927,debt,4
5928,debtor,6
5929,debug,5
5930,debugged,8
5931,debugger,8
5932,debugging,9
5933,debunk,6
5934,debussy,7
5935,debut,5
5936,debutante,9
5937,decade,6
5938,decadent,8
5939,decaffeinate,12
5940,decal,5
5941,decant,6
5942,decathlon,9
5943,decatur,7
5944,decay,5
5945,decca,5
5946,decease,7
5947,decedent,8
5948,deceit,6
5949,deceitful,9
5950,deceive,7
5951,decelerate,10
5952,december,8
5953,decennial,9
5954,decent,6
5955,deception,9
5956,deceptive,9
5957,decertify,9
5958,decibel,7
5959,decide,6
5960,deciduous,9
5961,decile,6
5962,decimal,7
5963,decimate,8
5964,decipher,8
5965,decision,8
5966,decisional,10
5967,decisionmake,12
5968,decisive,8
5969,deck,4
5970,decker,6
5971,declaim,7
5972,declamation,11
5973,declamatory,11
5974,declaration,11
5975,declarative,11
5976,declarator,10
5977,declaratory,11
5978,declare,7
5979,declassify,10
5980,declination,11
5981,decline,7
5982,declivity,9
5983,decode,6
5984,decolletage,11
5985,decollimate,11
5986,decolonize,10
5987,decommission,12
5988,decompile,9
5989,decomposable,12
5990,decompose,9
5991,decomposition,13
5992,decompress,10
5993,decompression,13
5994,decontrol,9
5995,decontrolled,12
5996,decontrolling,13
5997,deconvolution,13
5998,deconvolve,10
5999,decor,5
6000,decorate,8
6001,decorous,8
6002,decorticate,11
6003,decorum,7
6004,decouple,8
6005,decoy,5
6006,decrease,8
6007,decree,6
6008,decreeing,9
6009,decrement,9
6010,decry,5
6011,decrypt,7
6012,decryption,10
6013,dedicate,8
6014,deduce,6
6015,deducible,9
6016,deduct,6
6017,deductible,10
6018,deed,4
6019,deem,4
6020,deemphasize,11
6021,deep,4
6022,deepen,6
6023,deer,4
6024,deere,5
6025,deerskin,8
6026,deerstalker,11
6027,deface,6
6028,default,7
6029,defeat,6
6030,defecate,8
6031,defect,6
6032,defector,8
6033,defend,6
6034,defendant,9
6035,defensible,10
6036,defensive,9
6037,defer,5
6038,deferent,8
6039,deferrable,10
6040,deferred,8
6041,deferring,9
6042,defiant,7
6043,deficient,9
6044,deficit,7
6045,define,6
6046,definite,8
6047,definition,10
6048,definitive,10
6049,deflate,7
6050,deflater,8
6051,deflect,7
6052,deflector,9
6053,defocus,7
6054,deforest,8
6055,deforestation,13
6056,deform,6
6057,deformation,11
6058,defraud,7
6059,defray,6
6060,defrock,7
6061,defrost,7
6062,deft,4
6063,defunct,7
6064,defuse,6
6065,defy,4
6066,degas,5
6067,degassing,9
6068,degeneracy,10
6069,degenerate,10
6070,degradation,11
6071,degrade,7
6072,degrease,8
6073,degree,6
6074,degum,5
6075,degumming,9
6076,dehumidify,10
6077,dehydrate,9
6078,deify,5
6079,deign,5
6080,deity,5
6081,deja,4
6082,deject,6
6083,delaney,7
6084,delano,6
6085,delaware,8
6086,delay,5
6087,delectable,10
6088,delectate,9
6089,delegable,9
6090,delegate,8
6091,delete,6
6092,deleterious,11
6093,deletion,8
6094,delft,5
6095,delhi,5
6096,delia,5
6097,deliberate,10
6098,delicacy,8
6099,delicate,8
6100,delicatessen,12
6101,delicious,9
6102,delicti,7
6103,delight,7
6104,delightful,10
6105,delilah,7
6106,delimit,7
6107,delimitation,12
6108,delineament,11
6109,delineate,9
6110,delinquent,10
6111,deliquesce,10
6112,deliquescent,12
6113,delirious,9
6114,delirium,8
6115,deliver,7
6116,deliverance,11
6117,delivery,8
6118,dell,4
6119,della,5
6120,delmarva,8
6121,delouse,7
6122,delphi,6
6123,delphic,7
6124,delphine,8
6125,delphinium,10
6126,delphinus,9
6127,delta,5
6128,deltoid,7
6129,delude,6
6130,deluge,6
6131,delusion,8
6132,delusive,8
6133,deluxe,6
6134,delve,5
6135,demagnify,9
6136,demagogue,9
6137,demand,6
6138,demarcate,9
6139,demark,6
6140,demean,6
6141,demented,8
6142,dementia,8
6143,demerit,7
6144,demigod,7
6145,demijohn,8
6146,demiscible,10
6147,demise,6
6148,demit,5
6149,demitted,8
6150,demitting,9
6151,demo,4
6152,democracy,9
6153,democrat,8
6154,democratic,10
6155,demodulate,10
6156,demography,10
6157,demolish,8
6158,demolition,10
6159,demon,5
6160,demoniac,8
6161,demonic,7
6162,demonstrable,12
6163,demonstrate,11
6164,demote,6
6165,demountable,11
6166,dempsey,7
6167,demultiplex,11
6168,demur,5
6169,demure,6
6170,demurred,8
6171,demurrer,8
6172,demurring,9
6173,demystify,9
6174,denature,8
6175,dendrite,8
6176,dendritic,9
6177,deneb,5
6178,denebola,8
6179,deniable,8
6180,denial,6
6181,denigrate,9
6182,denizen,7
6183,denmark,7
6184,dennis,6
6185,denny,5
6186,denominate,10
6187,denotation,10
6188,denotative,10
6189,denote,6
6190,denouement,10
6191,denounce,8
6192,dense,5
6193,densitometer,12
6194,dent,4
6195,dental,6
6196,dentistry,9
6197,denton,6
6198,denture,7
6199,denudation,10
6200,denude,6
6201,denumerable,11
6202,denunciate,10
6203,denunciation,12
6204,denver,6
6205,deny,4
6206,deodorant,9
6207,deoxyribonucleic,16
6208,deoxyribose,11
6209,depart,6
6210,department,10
6211,departure,9
6212,depend,6
6213,dependent,9
6214,depict,6
6215,deplete,7
6216,depletion,9
6217,deplore,7
6218,deploy,6
6219,deport,6
6220,deportation,11
6221,deportee,8
6222,depose,6
6223,deposit,7
6224,depositary,10
6225,deposition,10
6226,depositor,9
6227,depository,10
6228,depot,5
6229,deprave,7
6230,deprecate,9
6231,deprecatory,11
6232,depreciable,11
6233,depreciate,10
6234,depredate,9
6235,depress,7
6236,depressant,10
6237,depressible,11
6238,depression,10
6239,depressive,10
6240,depressor,9
6241,deprivation,11
6242,deprive,7
6243,depth,5
6244,deputation,10
6245,depute,6
6246,deputy,6
6247,derail,6
6248,derange,7
6249,derate,6
6250,derby,5
6251,derbyshire,10
6252,dereference,11
6253,deregulate,10
6254,deregulatory,12
6255,derek,5
6256,derelict,8
6257,deride,6
6258,derision,8
6259,derisive,8
6260,derivate,8
6261,derive,6
6262,derogate,8
6263,derogatory,10
6264,derrick,7
6265,derriere,8
